,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_Polarizability,formulaB_elements_Polarizability,avg_elements_AtomicVolume,diff_elements_AtomicVolume,avg_elements_AtomicWeight,diff_elements_AtomicWeight,avg_elements_BoilingT,diff_elements_BoilingT,avg_elements_BulkModulus,diff_elements_BulkModulus,avg_elements_Column,diff_elements_Column,avg_elements_CovalentRadius,diff_elements_CovalentRadius,avg_elements_Density,diff_elements_Density,avg_elements_ElectronSurfaceDensityWS,diff_elements_ElectronSurfaceDensityWS,avg_elements_Electronegativity,diff_elements_Electronegativity,avg_elements_FirstIonizationEnergy,diff_elements_FirstIonizationEnergy,avg_elements_GSbandgap,diff_elements_GSbandgap,avg_elements_GSenergy_pa,diff_elements_GSenergy_pa,avg_elements_GSestBCClatcnt,diff_elements_GSestBCClatcnt,avg_elements_GSestFCClatcnt,diff_elements_GSestFCClatcnt,avg_elements_GSvolume_pa,diff_elements_GSvolume_pa,avg_elements_HHIp,diff_elements_HHIp,avg_elements_HHIr,diff_elements_HHIr,avg_elements_HeatCapacityMass,diff_elements_HeatCapacityMass,avg_elements_HeatCapacityMolar,diff_elements_HeatCapacityMolar,avg_elements_HeatFusion,diff_elements_HeatFusion,avg_elements_ICSDVolume,diff_elements_ICSDVolume,avg_elements_MeltingT,diff_elements_MeltingT,avg_elements_MendeleevNumber,diff_elements_MendeleevNumber,avg_elements_MiracleRadius,diff_elements_MiracleRadius,avg_elements_NUnfilled,diff_elements_NUnfilled,avg_elements_NValance,diff_elements_NValance,avg_elements_NdValence,diff_elements_NdValence,avg_elements_Number,diff_elements_Number,avg_elements_Polarizability,diff_elements_Polarizability,avg_elements_ShearModulus,diff_elements_ShearModulus
4219,180.0,33.0,126,199,1.75,1.21,7.881010000000001,5.582000000000001,-7.080389145,-4.744621343,0.42100000000000004,0.0,16.2,0.0,58,21,7.5,30.1,22.07170462,-22.151687879999997,101.9665975,-86.066805,3236.5,-73.0,106.5,147.0,6.0,6,162.5,-73,8082.0,1636.0,1.48,0.54,1.5175,0.7249999999999999,6.731505,2.29901,0.0,0.0,-5.912505244,-2.3357678019999994,3.4058747685,-1.3389360409999993,4.2911333145,-1.686953703,22.04375,-23.597500000000004,6300.0,-6400,2900.0,-400,0.21050000000000002,0.42100000000000004,12.405,24.81,8.1,16.2,22.395,-22.550000000000004,1570.5,395.0,39.5,37,155.0,-60,6.0,-6,8.0,2,3.5,7,44.0,-34,18.8,-22.6,46.5,57.0
4220,160.0,33.0,139,199,1.73,1.21,6.76651,5.582000000000001,-9.50571654,-4.744621343,0.449,0.0,21.0,0.0,49,21,11.6,30.1,22.620243015,-21.054611089999995,98.49805,-93.0039,3108.5,-329.0,96.5,127.0,4.5,3,169.0,-60,7202.0,-124.0,1.47,0.52,1.4075,0.5049999999999999,6.1742550000000005,1.1845099999999995,0.0,0.0,-7.1251689415,-4.7610951969999995,3.4467115339999994,-1.2572625099999999,4.342584415,-1.584051502,22.51625,-22.652500000000003,6300.0,-6400,3600.0,1000,0.2245,0.449,11.675,23.35,10.5,21.0,22.84,-21.660000000000004,1776.5,807.0,35.0,28,157.5,-55,7.5,-3,6.5,-1,2.5,5,42.5,-37,20.85,-18.5,66.5,97.0
4221,41.0,33.0,192,199,1.22,1.21,5.9389,5.582000000000001,-4.601554453,-4.744621343,0.17300000000000001,0.0,11.35,0.0,31,21,24.5,30.1,32.352274205,-1.5905487099999966,153.75,17.5,3056.5,-433.0,37.0,8.0,3.0,0,195.5,-7,7907.5,1287.0,1.2149999999999999,0.010000000000000009,1.1875,0.06499999999999995,5.7604500000000005,0.35689999999999955,0.0,0.0,-4.673087898,0.14306689000000006,4.0217110335,-0.10726351099999931,5.067038388,-0.13514355600000005,32.54125,-2.6025000000000027,9500.0,0,3100.0,0,0.08650000000000001,0.17300000000000001,14.08,28.16,5.675,11.35,32.635000000000005,-2.0700000000000003,1529.0,312.0,26.0,10,180.0,-10,6.5,-5,9.5,5,0.0,0,63.5,5,27.3,-5.600000000000001,21.5,7.0
4222,44.0,33.0,189,199,1.23,1.21,6.1077,5.582000000000001,-4.563633745,-4.744621343,0.168,0.0,19.9,0.0,35,21,22.7,30.1,31.891808464999997,-2.511480189999997,156.1295,22.259000000000015,3207.0,-132.0,38.5,11.0,3.0,0,194.0,-10,8165.0,1802.0,1.22,0.020000000000000018,1.1975,0.08499999999999996,5.844850000000001,0.5256999999999996,0.0,0.0,-4.654127544,0.18098759800000064,4.007746718,-0.13519214199999974,5.0494444524999995,-0.1703314269999998,32.213750000000005,-3.2575000000000003,9500.0,0,3100.0,0,0.084,0.168,14.06,28.12,9.95,19.9,32.17,-3.0,1571.5,397.0,28.0,14,180.0,-10,5.5,-7,10.5,7,0.0,0,64.5,7,26.4,-7.400000000000002,23.0,10.0
4223,170.0,33.0,132,199,1.77,1.21,7.9024,5.582000000000001,-8.28548436,-4.744621343,0.449,0.0,13.81,0.0,55,21,8.4,30.1,22.462456765,-21.370183589999996,100.4225,-89.155,3203.5,-139.0,101.5,137.0,5.5,5,165.5,-67,7569.0,610.0,1.49,0.56,1.4925000000000002,0.675,6.7422,2.3203999999999994,0.0,0.0,-6.5150528515,-3.5408630169999995,3.4271330839999994,-1.29641941,4.317917114,-1.633386104,22.286250000000003,-23.1125,5950.0,-7100,2250.0,-1700,0.2245,0.449,12.55,25.1,6.905,13.81,22.725,-21.89,1592.0,438.0,38.0,34,155.0,-60,6.5,-5,7.5,1,3.0,6,43.5,-35,19.25,-21.700000000000003,50.0,64.0
4224,0.0,33.0,120,199,1.37,1.21,7.899430000000001,5.582000000000001,-4.616039545,-4.744621343,0.32,0.0,36.94,0.0,79,21,5.84,30.1,27.90426247,-10.486572179999996,108.82,-72.36,3183.0,-180.0,16.5,-33.0,8.5,11,159.5,-79,6293.5,-1941.0,1.29,0.16000000000000014,1.5825,0.8549999999999998,6.740715000000001,2.31743,0.19149999999999998,0.38299999999999995,-4.680330444,0.1285817980000008,3.829325141,-0.4920352959999996,4.8246473524999995,-0.6199256269999998,28.42375,-10.837500000000002,7400.0,-4200,2500.0,-1200,0.16,0.32,11.610999999999999,23.221999999999998,18.47,36.94,27.950000000000003,-11.440000000000001,1292.2,-161.5999999999999,50.0,58,149.5,-71,6.5,-5,10.5,7,5.0,10,46.5,-29,17.97,-24.26,9.0,-18.0
4225,0.0,33.0,28,199,0.0,1.21,24.587387,5.582000000000001,0.0011354000000000002,-4.744621343,5.13,0.0,0.0,0.0,98,21,0.2050522,30.1,18634.591554280003,37202.88801144,74.501301,-140.997398,1638.535,-3268.93,16.5,-33.0,10.5,15,113.5,-171,3632.08925,-7263.8215,0.605,-1.21,0.5775,-1.155,15.0846935,19.005387,9.049,18.098,-2.3717429715000002,4.745756743,3.4920379384999998,-1.1666097009999996,4.399692106,-1.4698361199999996,23.07375,-21.5375,6350.0,-6300,3500.0,800,2.565,5.13,10.392999999999999,20.785999999999998,0.0,0.0,26.375,-14.590000000000003,686.5,-1373.0,59.5,77,92.5,-185,4.5,-9,4.5,-5,0.0,0,31.5,-59,15.152526100000001,-29.8949478,9.0,-18.0
4226,40.0,33.0,192,199,1.22,1.21,6.0215,5.582000000000001,-4.577416877,-4.744621343,0.165,0.0,11.76,0.0,33,21,23.6,30.1,32.143964235,-2.007168649999997,154.96516,19.930319999999995,3123.0,-300.0,36.5,7.0,3.0,0,195.5,-7,8029.5,1531.0,1.2149999999999999,0.010000000000000009,1.1925,0.07499999999999996,5.80175,0.4394999999999989,0.0,0.0,-4.66101911,0.16720446600000027,4.010926454,-0.12883266999999998,5.053450669,-0.1623189939999996,32.287916665,-3.1091666700000005,9500.0,0,3100.0,0,0.0825,0.165,13.575,27.15,5.88,11.76,32.39,-2.5600000000000023,1560.0,374.0,27.0,12,181.0,-8,6.0,-6,10.0,6,0.0,0,64.0,6,26.85,-6.5,22.0,8.0
4227,0.0,33.0,142,199,1.17,1.21,5.78636,5.582000000000001,-2.66680196,-4.744621343,0.233,0.0,3.2910000000000004,0.0,75,21,9.65,30.1,29.61510336,-7.064890399999996,129.909,-30.182000000000002,2809.0,-928.0,16.5,-33.0,8.0,10,170.5,-57,7287.0,46.0,1.19,-0.040000000000000036,1.4675,0.625,5.6841800000000005,0.20435999999999943,0.0,0.0,-3.7057116515,2.0778193830000005,3.8613302579999997,-0.4280250619999997,4.8649712725,-0.5392777870000005,29.051250000000003,-9.5825,6400.0,-6200,2550.0,-1100,0.1165,0.233,13.37,26.74,1.6455000000000002,3.2910000000000004,29.905,-7.530000000000001,901.375,-943.25,48.0,54,170.0,-30,7.0,-4,10.0,6,5.0,10,55.0,-12,19.875,-20.450000000000003,9.0,-18.0
4228,320.0,33.0,141,199,1.83,1.21,8.96702,5.582000000000001,-8.84851145,-4.744621343,0.131,0.0,41.12,0.0,60,21,7.6,30.1,23.648049514999997,-18.998998089999997,168.6085,47.21700000000001,3987.0,1428.0,176.5,287.0,6.0,6,170.0,-58,14912.0,15296.0,1.52,0.6200000000000001,1.6775000000000002,1.0450000000000002,7.27451,3.385019999999999,0.0,0.0,-6.7965663965,-4.103890107,3.5635197085,-1.0236461609999994,4.489753493,-1.2897133459999996,24.02625,-19.6325,7500.0,-4000,6100.0,6000,0.0655,0.131,12.55,25.1,20.56,41.12,23.775000000000002,-19.79,2056.0,1366.0,40.5,39,160.5,-49,6.0,-6,15.0,16,3.5,7,69.0,16,18.85,-22.5,114.0,192.0
4229,3.1,33.0,203,199,0.65,1.21,4.3406633,5.582000000000001,-1.097539713,-4.744621343,0.757,0.0,2.335,0.0,3,21,43.23,30.1,54.49770662,42.700316120000004,92.04915,-105.9017,2152.5,-2241.0,18.05,-29.9,2.0,-2,201.0,4,4060.0,-6408.0,0.9299999999999999,-0.5599999999999999,0.9875,-0.3350000000000001,4.96133165,-1.2413367000000006,0.0,0.0,-2.921080528,3.6470816300000006,4.671771831499999,1.1928580850000001,5.8860636710000005,1.5029070100000004,53.474583335,39.264166669999994,5600.0,-7800,5150.0,4100,0.3785,0.757,14.8,29.6,1.1675,2.335,54.65,41.959999999999994,854.765,-1036.47,12.0,-18,207.5,45,5.0,-8,4.0,-6,0.0,0,40.0,-42,36.665,13.129999999999995,9.65,-16.7
4230,11.0,33.0,128,199,0.98,1.21,5.391719,5.582000000000001,-1.86988691,-4.744621343,3.582,0.0,3.0,0.0,1,21,24.335,30.1,27.345803319999998,-11.603490479999998,75.9705,-138.059,2444.0,-1658.0,22.0,-22.0,2.0,-2,163.5,-71,3899.5,-6729.0,1.095,-0.22999999999999998,1.0675,-0.17500000000000004,5.4868595000000004,-0.1902810000000006,0.0,0.0,-3.3072541265,2.8747344330000004,3.6444568134999997,-0.8617719509999993,4.5917278555,-1.085764621,25.217916665,-17.24916667,6200.0,-6600,3650.0,1100,1.791,3.582,12.43,24.86,1.5,3.0,27.65,-12.040000000000003,913.345,-919.31,11.0,-20,168.5,-33,5.0,-8,4.0,-6,0.0,0,32.0,-58,27.2175,-5.765000000000001,11.1,-13.8
4231,6.3,33.0,166,199,0.82,1.21,5.139076,5.582000000000001,-1.2602413829999999,-4.744621343,1.228,0.0,2.6,0.0,2,21,24.11,30.1,36.292938719999995,6.290780320000003,83.99488464,-122.01023072,2214.5,-2117.0,19.65,-26.7,2.0,-2,182.5,-33,4116.0,-6296.0,1.015,-0.39,1.0425,-0.22499999999999998,5.360538,-0.44292400000000054,0.0,0.0,-3.0024313630000004,3.4843799600000005,3.9785079395,-0.19366969899999953,5.0126059,-0.2440085320000005,31.542916665,-4.5991666700000025,5300.0,-8400,1800.0,-2600,0.614,1.228,14.115,28.23,1.3,2.6,36.715,6.089999999999996,871.935,-1002.13,11.5,-19,182.5,-5,5.0,-8,4.0,-6,0.0,0,36.0,-50,27.105,-5.990000000000002,10.65,-14.7
4232,0.0,33.0,58,199,0.0,1.21,21.56454,5.582000000000001,0.09403567,-4.744621343,1.03,0.0,0.16399999999999998,0.0,99,21,0.39432,30.1,18632.66661928,37199.038141439996,82.58955,-124.8209,1649.96,-3246.08,16.5,-33.0,10.5,15,128.5,-141,3632.45,-7263.1,0.605,-1.21,0.5775,-1.155,13.57327,15.98254,6.544,13.088,-2.3252928365,4.838657013000001,3.5051181785,-1.1404492209999995,4.416172176,-1.4368759799999995,23.24125,-21.2025,4750.0,-9500,1550.0,-3100,0.515,1.03,10.392999999999999,20.785999999999998,0.08199999999999999,0.16399999999999998,28.380000000000003,-10.580000000000002,698.78,-1348.44,60.0,78,92.5,-185,4.5,-9,7.5,1,0.0,0,35.5,-51,15.247160000000001,-29.70568,9.0,-18.0
4233,180.0,33.0,124,199,1.75,1.21,7.6398,5.582000000000001,-5.54632457,-4.744621343,0.444,0.0,17.48,0.0,61,21,6.8,30.1,22.044416499999997,-22.206264119999997,101.8467,-86.3066,3229.5,-87.0,106.5,147.0,6.5,7,161.5,-75,8086.0,1644.0,1.48,0.54,1.5325,0.7549999999999999,6.610900000000001,2.0577999999999994,0.0,0.0,-5.145472956500001,-0.801703227,3.4092053645,-1.3322748489999996,4.2953296025,-1.678561127,22.08125,-23.5225,5250.0,-8500,2300.0,-1600,0.222,0.444,13.035,26.07,8.74,17.48,22.265,-22.810000000000002,1550.5,355.0,41.0,40,155.5,-59,5.5,-7,8.5,3,4.0,8,44.5,-33,18.45,-23.3,47.0,58.0
4234,0.0,33.0,190,199,0.0,1.21,6.2657,5.582000000000001,-12.94031436,-4.744621343,0.0,0.0,3.2,0.0,22,21,24.8,30.1,26.196193785,-13.902709549999997,191.0,92.0,3773.0,1000.0,16.5,-33.0,3.0,0,194.5,-9,13857.0,13186.0,0.605,-1.21,1.2575,0.20500000000000007,5.92385,0.6836999999999991,0.0,0.0,-8.8424678515,-8.195693017,3.7023927359999997,-0.7459001059999997,4.6647225435,-0.9397752449999999,26.148125,-15.388750000000002,4750.0,-9500,1550.0,-3100,0.0,0.0,0.0,0.0,1.6,3.2,26.445,-14.450000000000003,1145.0,-456.0,21.5,1,180.0,-10,14.0,10,7.0,0,0.5,1,77.0,32,27.450000000000003,-5.300000000000001,9.0,-18.0
4235,220.0,33.0,146,199,1.83,1.21,7.3605,5.582000000000001,-9.19463357,-4.744621343,0.23800000000000002,0.0,38.59,0.0,56,21,9.6,30.1,23.357711485,-19.579674149999995,123.035,-43.93000000000001,3848.0,1150.0,126.5,187.0,5.5,5,172.5,-53,9817.0,5106.0,1.52,0.6200000000000001,1.6775000000000002,1.0450000000000002,6.47125,1.7784999999999993,0.0,0.0,-6.9696274565000005,-4.450012227,3.5380416734999995,-1.0746022309999996,4.457653179999999,-1.353913972,23.67625,-20.332500000000003,6350.0,-6300,5550.0,4900,0.11900000000000001,0.23800000000000002,12.03,24.06,19.295,38.59,23.85,-19.64,1990.0,1234.0,38.5,35,159.5,-51,6.5,-5,7.5,1,3.5,7,52.5,-17,19.85,-20.5,95.5,155.0
4236,42.0,33.0,139,199,1.26,1.21,8.60839,5.582000000000001,-4.11736234,-4.744621343,0.207,0.0,19.79,0.0,85,21,6.6,30.1,31.669486,-2.956125119999996,133.38,-23.239999999999995,2566.5,-1413.0,37.5,9.0,9.0,12,169.0,-60,6980.5,-567.0,1.2349999999999999,0.050000000000000044,1.6025,0.8949999999999998,7.095195,3.0263899999999992,0.0,0.0,-4.4309918415,0.6272590030000007,4.02846239,-0.09376079799999948,5.075544563999999,-0.11813120399999999,32.70125,-2.2825000000000024,8700.0,-1600,3250.0,300,0.1035,0.207,12.615,25.23,9.895,19.79,31.94,-3.460000000000001,1138.3899999999999,-469.22,53.0,64,170.0,-30,6.0,-6,11.0,8,5.0,10,56.0,-10,18.35,-23.5,19.0,2.0
4237,58.0,33.0,139,199,1.24,1.21,7.34392,5.582000000000001,-3.96104709,-4.744621343,0.22699999999999998,0.0,7.15,0.0,80,21,7.06,30.1,30.05716691,-6.180763299999995,131.855,-26.290000000000006,3074.0,-398.0,45.5,25.0,8.5,11,169.0,-60,7287.0,46.0,1.225,0.030000000000000027,1.5575,0.8049999999999999,6.462960000000001,1.761919999999999,0.0,0.0,-4.3528342165,0.7835742530000003,4.0640916755,-0.022502226999999486,5.120434651,-0.02835102999999961,33.56375,-0.5575000000000045,6050.0,-6900,2350.0,-1500,0.11349999999999999,0.22699999999999998,13.495,26.99,3.575,7.15,30.36,-6.620000000000001,939.04,-867.9200000000001,50.5,59,170.0,-30,6.5,-5,10.5,7,5.0,10,55.5,-11,18.580000000000002,-23.040000000000003,18.0,0.0
4238,0.0,33.0,195,199,0.84,1.21,5.69485,5.582000000000001,-1.6828136000000002,-4.744621343,0.306,0.0,7.43,0.0,8,21,25.55,30.1,44.23533967,22.175582220000003,116.31,-57.379999999999995,2464.0,-1618.0,16.5,-33.0,2.5,-1,197.0,-4,4947.0,-4634.0,1.025,-0.37,1.0525,-0.20500000000000007,5.638425,0.112849999999999,0.0,0.0,-3.2137174715000003,3.061807743,4.4221487605,0.6936119430000005,5.5715583095,0.873896287,44.036249999999995,20.387499999999996,6850.0,-5300,3050.0,-100,0.153,0.306,13.395,26.79,3.715,7.43,44.875,22.409999999999997,1211.5,-323.0,14.5,-13,198.5,27,4.5,-9,4.5,-5,0.0,0,49.5,-23,27.825000000000003,-4.550000000000001,12.05,-11.9
4239,38.7,33.0,194,199,1.22,1.21,5.8638,5.582000000000001,-4.629217697,-4.744621343,0.182,0.0,10.15,0.0,29,21,25.5,30.1,32.62852066,-1.038055799999995,151.962675,13.925350000000009,3388.0,230.0,35.85,5.700000000000003,3.0,0,196.5,-5,7741.5,955.0,1.2149999999999999,0.010000000000000009,1.1825,0.05499999999999994,5.722900000000001,0.2817999999999996,0.0,0.0,-4.68691952,0.11540364600000075,4.0321701655,-0.08634524699999968,5.0802160685,-0.10878819499999981,32.789583335,-2.1058333299999994,9500.0,0,3100.0,0,0.091,0.182,14.455,28.91,5.075,10.15,32.81,-1.7200000000000024,1501.0,256.0,25.0,8,180.5,-9,7.0,-4,9.0,4,0.0,0,63.0,4,27.8,-4.600000000000001,20.0,4.0
4240,65.0,33.0,138,199,0.0,1.21,9.0096,5.582000000000001,-3.141302507,-4.744621343,0.20199999999999999,0.0,17.38,0.0,90,21,5.5,30.1,33.55211864,0.8091401600000054,136.3,-17.400000000000006,2267.0,-2012.0,49.0,32.0,9.5,13,168.5,-61,6752.0,-1024.0,0.605,-1.21,1.6275,0.9450000000000001,7.295800000000001,3.4276,0.23199999999999998,0.46399999999999997,-3.942961925,1.6033188360000006,4.093658913,0.03663224800000009,5.1576870360000004,0.046153740000000276,34.302916665,0.9208333300000007,6200.0,-6600,4000.0,1800,0.10099999999999999,0.20199999999999999,12.865,25.73,8.69,17.38,33.805,0.269999999999996,1047.83,-650.34,55.5,69,162.5,-45,5.5,-7,11.5,9,5.0,10,56.5,-9,17.8,-24.6,17.0,-2.0
4241,110.0,33.0,160,199,1.52,1.21,6.828119999999999,5.582000000000001,-7.77522712,-4.744621343,0.524,0.0,14.15,0.0,43,21,14.6,30.1,25.391932859999997,-15.511231399999996,96.4335,-97.13300000000001,3416.5,287.0,71.5,77.0,3.5,1,179.5,-39,5885.5,-2757.0,1.365,0.31000000000000005,1.3475000000000001,0.385,6.20506,1.2461199999999986,0.0,0.0,-6.2599242315,-3.030605777,3.647570955,-0.8555436679999993,4.5956514275,-1.0779174769999997,25.26625,-17.1525,5300.0,-8400,2350.0,-1500,0.262,0.524,12.53,25.06,7.075,14.15,25.67,-16.0,1657.0,568.0,32.0,22,163.5,-43,8.5,-1,5.5,-3,1.0,2,41.5,-39,22.35,-15.500000000000002,31.0,26.0
4242,160.0,33.0,153,199,1.64,1.21,6.7461899999999995,5.582000000000001,-8.93926069,-4.744621343,0.489,0.0,21.5,0.0,46,21,12.4,30.1,23.496223389999997,-19.30265034,97.97075,-94.05850000000001,3476.5,407.0,96.5,127.0,4.0,2,176.0,-46,6687.0,-1154.0,1.4249999999999998,0.42999999999999994,1.3925,0.47499999999999987,6.164095,1.1641899999999987,0.0,0.0,-6.8419410165,-4.194639346999999,3.5192991385,-1.1120873009999994,4.434039066,-1.4011421999999998,23.42625,-20.832500000000003,6400.0,-6200,3250.0,300,0.2445,0.489,12.445,24.89,10.75,21.5,23.775000000000002,-19.79,1778.0,810.0,33.5,25,159.5,-51,8.0,-2,6.0,-2,1.5,3,42.0,-38,21.25,-17.700000000000003,32.5,29.0
4243,0.0,33.0,140,199,0.0,1.21,12.12984,5.582000000000001,0.04873128,-4.744621343,0.158,0.0,2.27,0.0,102,21,4.044,30.1,18493.03578428,36919.77647144,138.1465,-13.706999999999994,1719.0,-3108.0,16.5,-33.0,10.5,15,169.5,-59,3634.95,-7258.1,0.605,-1.21,1.8775,1.445,8.855920000000001,6.547839999999999,3.228,6.456,-2.3479450315,4.7933526230000005,4.4136174624999995,0.6765493470000008,5.5608095475,0.8523987630000001,43.74625,19.807499999999997,4750.0,-9500,1550.0,-3100,0.079,0.158,10.392999999999999,20.785999999999998,1.135,2.27,45.75,24.159999999999997,767.15,-1211.7,61.5,81,92.5,-185,4.5,-9,12.5,11,5.0,10,57.5,-7,17.072,-26.056,9.0,-18.0
4244,31.0,33.0,187,199,0.92,1.21,6.25416,5.582000000000001,-1.47410408,-4.744621343,0.155,0.0,7.66,0.0,39,21,20.9,30.1,38.44361025,10.592123380000004,159.027,28.054000000000002,2371.0,-1804.0,32.0,-2.0,3.0,0,193.0,-12,6917.0,-694.0,1.065,-0.2899999999999999,1.2075,0.10499999999999998,5.91808,0.672159999999999,0.0,0.0,-3.1093627115,3.2705172630000003,4.0808971,0.011108622000000956,5.1416081590000005,0.013995986000000293,33.98125,0.2774999999999963,9500.0,0,3100.0,0,0.0775,0.155,13.37,26.74,3.83,7.66,37.42,7.5,1232.5,-281.0,30.0,18,187.5,5,4.5,-9,11.5,9,0.0,0,65.5,9,25.5,-9.200000000000003,13.95,-8.1
4245,70.0,33.0,122,199,1.32,1.21,9.394199,5.582000000000001,-1.239999915,-4.744621343,0.38799999999999996,0.0,7.068,0.0,69,21,-5.816666667000001,30.1,24.176616144999997,-17.941864829999997,105.19,-79.62,2226.5,-2093.0,51.5,37.0,7.5,9,160.5,-77,7202.0,-124.0,1.2650000000000001,0.1100000000000001,1.4024999999999999,0.4949999999999999,7.488099500000001,3.8121989999999997,0.0,0.0,-2.9923106290000003,3.504621428,3.5545185064999996,-1.041648565,4.4784126885,-1.3123949549999998,23.90125,-19.8825,5550.0,-7900,2500.0,-1200,0.19399999999999998,0.38799999999999996,12.695,25.39,3.534,7.068,24.43,-18.480000000000004,1032.84,-680.32,45.0,48,162.5,-45,4.5,-9,9.5,5,5.0,10,45.5,-31,12.1416666665,-35.916666667,30.5,25.0
4246,0.0,33.0,175,199,1.41,1.21,6.6339,5.582000000000001,-8.545958555,-4.744621343,0.278,0.0,21.0,0.0,44,21,17.9,30.1,28.206745915,-9.881605289999996,118.112,-53.77600000000001,3977.5,1409.0,16.5,-33.0,3.5,1,187.0,-24,6887.5,-753.0,1.31,0.19999999999999996,1.2425000000000002,0.17500000000000004,6.107950000000001,1.051899999999999,0.0,0.0,-6.645289949,-3.801337212,3.8342440909999995,-0.48219739599999967,4.830844841,-0.6075306499999993,28.51875,-10.6475,6450.0,-6100,2850.0,-500,0.139,0.278,12.68,25.36,10.5,21.0,28.48,-10.380000000000003,1750.5,755.0,32.5,23,171.5,-27,8.5,-1,5.5,-3,1.0,2,50.5,-21,24.0,-12.200000000000003,25.5,15.0
4247,76.0,29.0,121,203,1.39,1.2,5.985768,5.473,-3.74542312,-4.77382996,0.897,0.193,10.71,6.89,73,17,6.8,28.2,25.916800125,-18.64475121,83.94459429999999,-113.9261114,3177.5,-771.0,52.5,47.0,8.0,10,162.0,-82,4670.0,-3940.0,1.295,0.18999999999999995,1.37,0.4800000000000002,5.729384,0.5127680000000003,0.0,0.0,-4.259626539999999,1.0284068399999997,3.6769242965,-0.9413729269999997,4.6326343195,-1.1860555670000004,26.0775,-19.194999999999997,5550.0,-7900,2050.0,-2100,0.545,0.704,25.7,-3.0,8.8,3.820000000000001,25.555,-17.89,1068.7350000000001,-270.53,45.0,56,162.0,-42,8.0,-6,4.0,-2,0.0,0,36.0,-46,17.5,-21.4,20.5,11.0
4248,0.0,29.0,106,203,0.0,1.2,15.75961,5.473,0.05854104,-4.77382996,0.52,0.193,1.18,6.89,100,17,1.6411,28.2,18609.762297865,37149.04624427,90.427825,-100.95964999999998,1825.1,-3475.8,14.5,-29.0,10.5,15,154.5,-97,3320.892,-6638.216,0.6,-1.2,0.565,-1.13,10.616305,10.28661,4.63,9.26,-2.35764446,4.832370999999999,3.998955759,-0.29731000200000013,5.038368538,-0.3745871300000001,32.1075,-7.134999999999998,4750.0,-9500,1550.0,-3100,0.35650000000000004,0.327,23.993,-6.4140000000000015,4.035,-5.71,35.4,1.7999999999999972,643.9,-1120.2,58.5,83,91.5,-183,5.5,-11,6.5,3,0.0,0,38.5,-41,14.92055,-26.558899999999998,7.5,-15.0
4249,22.0,29.0,119,203,1.44,1.2,9.7886,5.473,-4.650889115,-4.77382996,0.32899999999999996,0.193,24.44,6.89,84,17,4.31,28.2,28.481570735,-13.515209989999999,107.914625,-65.98604999999999,2225.0,-2676.0,25.5,-7.0,9.0,12,161.0,-84,6183.5,-913.0,1.3199999999999998,0.24,1.655,1.0500000000000003,7.630800000000001,4.315600000000001,0.0,0.0,-4.712359537499999,0.12294084499999958,3.843647578,-0.6079263639999999,4.842692492,-0.7659392220000001,28.924999999999997,-13.499999999999996,6400.0,-6200,3550.0,900,0.261,0.13599999999999995,25.92,-2.5599999999999987,15.665000000000001,17.55,28.009999999999998,-12.98,1147.0,-114.0,50.5,67,149.0,-68,7.0,-8,10.0,10,5.0,10,46.0,-26,16.255,-23.89,7.5,-15.0
4250,320.0,29.0,84,203,1.75,1.2,8.29802,5.473,-6.677698154,-4.77382996,1.026,0.193,50.2,6.89,72,17,3.03,28.2,21.2684714975,-27.941408465,75.859325,-130.09664999999998,3918.0,710.0,174.5,291.0,8.0,10,143.5,-119,4550.0,-4180.0,1.475,0.55,1.585,0.9100000000000001,6.88551,2.8250199999999994,0.762,1.524,-5.725764056999999,-1.9038681940000002,3.2886950945,-1.7178313310000002,4.143496176,-2.1643318540000007,21.42375,-28.502499999999998,6200.0,-6600,2550.0,-1100,0.6095,0.833,19.1435,-16.113,28.545,43.31,21.125,-26.75,1776.0,1144.0,44.5,55,135.5,-95,8.0,-6,4.0,-2,0.0,0,32.0,-54,15.615,-25.169999999999998,7.5,-15.0
